genre_id,genre_name,genre_group,genre_subgroup
207805,みすじ,food,meat_seafood
207816,セット・詰め合わせ,food,other_food
207819,セット・詰め合わせ,food,sweets
207826,柿の種,food,other_food
207830,あんこもち,food,sweets
207831,よもぎもち,food,sweets
207832,わらびもち,food,sweets
207841,米焼酎,drink,alcohol
207853,麦焼酎,drink,alcohol
207865,いも焼酎,drink,alcohol
208116,偏光サングラス,home,fashion
208202,湯たんぽ,home,textile
208203,いびき関連グッズ,home,bath_beauty
208206,肩当て,home,fashion
208207,アイピロー,home,bath_beauty
208213,ネックピロー・クッション,home,bath_beauty
208214,円座クッション,home,bath_beauty
208238,除菌剤,home,interior
208247,爪切り,home,baby
208259,,home,bath_beauty
208316,スピーカー,home,interior
208352,衣類乾燥機,home,interior
208360,布団乾燥機,home,interior
208375,扇風機,home,interior
208411,電気ポット,home,tableware_kitchen
208429,グリル鍋,home,tableware_kitchen
208440,コーヒーメーカー,home,tableware_kitchen
208532,メンズシェーバー,home,bath_beauty
208620,ミステリー・サスペンス,home,interior
208729,結婚,home,interior
208876,絵本（日本）,home,baby
209953,,home,interior
210122,枕,home,textile
210132,ライト・照明,home,interior
210133,フロアスタンド・ランプ,home,interior
210151,神棚,home,interior
210159,線香,home,interior
210161,仏前ろうそく,home,interior
210168,水切りラック,home,tableware_kitchen
210169,整理ボックス,home,interior
210181,,home,bath_beauty
210182,洗濯用洗剤,home,interior
210194,祝儀袋,home,interior
210205,アイマスク,home,bath_beauty
210208,食器セット,home,tableware_kitchen
210222,三徳包丁,home,tableware_kitchen
210230,やかん・ケトル,home,tableware_kitchen
210254,生地・布,home,interior
210277,クラフトキット,home,interior
210311,刺繍キット,home,interior
210397,お香・インセンス,home,interior
210428,,home,interior
210434,踏み台,home,interior
210676,キューティクルオイル,home,bath_beauty
210677,シャンプー,home,bath_beauty
210756,食器,home,tableware_kitchen
210811,ボストンバッグ,home,fashion
210921,表札,home,interior
210929,ポスト,home,interior
212141,掃除用品,home,interior
212378,たこ焼き器,home,tableware_kitchen
212379,ホットプレート・グリル・フライヤー用アクセサリー,home,tableware_kitchen
212401,ミキサー,home,tableware_kitchen
212416,フードプロセッサー,home,tableware_kitchen
212417,ハンドブレンダー,home,tableware_kitchen
212428,ヨーグルトメーカー,home,tableware_kitchen
212509,マッサージチェア,home,bath_beauty
212524,ハンディマッサージャー,home,bath_beauty
212528,フットマッサージャー,home,bath_beauty
212532,フットバス,home,bath_beauty
213402,ピアノ・キーボード,home,baby
213404,太鼓・ドラム・パーカッション,home,baby
213748,バルーン・風船,home,interior
213810,キーホルダー,home,interior
213813,開運アート,home,interior
213814,護符,home,interior
213872,キャップ,home,fashion
213874,ニット帽,home,fashion
213918,巾着袋,home,interior
213922,バスタオル,home,textile
213924,フェイスタオル,home,textile
213925,ハンドタオル・ハンカチ,home,textile
213939,バックパック・リュック,home,fashion
213943,マット・シート・クッション,home,baby
213944,レインカバー,home,baby
213945,日よけ・虫よけカバー,home,baby
213954,マット・シート・クッション,home,baby
213958,ベビータオルケット,home,baby
213960,寝返り防止クッション,home,baby
213961,ベッドガード・サイドガード,home,baby
213963,ベビーチェア本体,home,baby
213968,バウンサー,home,baby
213974,おむつ替えマット,home,baby
213975,身長計,home,baby
213977,ブラシ・くし,home,baby
213979,授乳クッション,home,baby
213980,離乳食・ベビーフード,home,baby
213989,ベビーモニター・音声モニター,home,baby
214018,ちりめんじゃこ・しらす干し,food,meat_seafood
214037,鴨肉,food,meat_seafood
214054,トマト,food,other_food
214077,お茶漬け,food,staple_food
214095,ごま豆腐,food,other_food
214096,木綿豆腐,food,other_food
214098,セット・詰め合わせ,food,sweets
214099,カレー,food,staple_food
214126,フルーツチョコレート,food,sweets
214132,ベイクドチーズケーキ・NYチーズケーキ,food,sweets
214139,スフレ,food,sweets
214141,ロールケーキ,food,sweets
214152,クレープ,food,sweets
214153,シュークリーム・エクレア,food,sweets
214159,タルト,food,sweets
214171,アップルパイ,food,sweets
214174,リーフパイ・菓子パイ,food,sweets
214177,プリン,food,sweets
214189,シューアイス,food,sweets
214198,ピーナッツ,food,other_food
214204,あめ・キャンディ,food,sweets
214206,のどあめ,food,sweets
214210,ドーナツ,food,sweets
214226,あんこ大福,food,sweets
214227,クリーム大福,food,sweets
214228,いちご大福,food,sweets
214232,塩大福,food,sweets
214235,きなこもち,food,sweets
214236,,food,sweets
214237,いもようかん,food,sweets
214282,チョコレートスナック,food,sweets
214283,駄菓子珍味,food,sweets
214287,クリームパン,food,staple_food
214767,ソックス,home,fashion
214781,青汁,drink,soft_drink
214811,フットバス,home,bath_beauty
214812,腰ケア用品,home,bath_beauty
214813,アイケア用品,home,bath_beauty
214829,足ツボマッサージ,home,bath_beauty
214830,ハンディマッサージ,home,bath_beauty
214839,,home,fashion
214872,血圧計,home,bath_beauty
214929,クッション,home,interior
214940,四点杖,home,interior
214946,踏み台,home,interior
214951,シャワーチェア・風呂イス,home,baby
215105,ドライフラワー,home,flower_plant
215110,プリザーブドフラワー,home,flower_plant
215202,盆栽,home,flower_plant
215219,種子栽培セット,home,flower_plant
215220,花の苗物,home,flower_plant
215250,プランター,home,flower_plant
215271,園芸用はさみ,home,flower_plant
215476,ダイニングテーブル,home,interior
215513,ダイニングチェア,home,interior
215515,スツール,home,interior
215520,リクライニングチェア,home,interior
215525,ラウンジチェア・パーソナルチェア,home,interior
215531,カウンターチェア,home,interior
215538,座椅子,home,interior
215647,掛け布団カバー,home,textile
215663,枕カバー,home,textile
215753,,home,interior
215755,鳩時計,home,interior
215756,振り子時計,home,interior
215759,卓上ミラー,home,bath_beauty
215767,ゴミ箱,home,interior
215884,箸,home,tableware_kitchen
215908,片手鍋,home,tableware_kitchen
215913,両手鍋,home,tableware_kitchen
215927,フライパン,home,tableware_kitchen
215953,まな板立て,home,tableware_kitchen
215958,調味料入れセット,home,tableware_kitchen
215967,,home,tableware_kitchen
215969,ハンドジューサー・しぼり器,home,tableware_kitchen
215976,ミトン・鍋つかみ,home,tableware_kitchen
215983,エッグカップ,home,tableware_kitchen
216012,キッチン用洗剤,home,tableware_kitchen
216058,ボールペン,home,interior
216077,ラッピングセット,home,interior
216081,ネーム印・浸透印,home,interior
216082,アロマスプレー,home,interior
216085,アロマバーナー,home,interior
216086,,home,interior
216087,キャンドル,home,interior
216136,コンフォートサンダル,home,fashion
216158,コンフォートサンダル,home,fashion
216173,インソール・中敷き,home,fashion
216182,靴べら,home,interior
216307,化粧水・ローション,home,bath_beauty
216348,美容液,home,bath_beauty
216424,フェイスクリーム,home,bath_beauty
216600,口紅・リップスティック,home,bath_beauty
216620,リップグロス,home,bath_beauty
216660,フェイス用カミソリ,home,bath_beauty
216670,ボディローション・ミルク,home,bath_beauty
216671,ボディクリーム,home,bath_beauty
300011,ロック・ポップス,home,interior
300421,マガジンラック・シェルフ,home,interior
300452,,home,interior
300667,,home,textile
300815,座布団,home,textile
300823,置き時計,home,interior
300829,掛け時計,home,interior
300978,天然石（原石）,home,interior
301064,ハット,home,fashion
301230,急須,home,tableware_kitchen
301241,湯呑み,home,tableware_kitchen
301365,カトラリーセット,home,tableware_kitchen
301367,ワイングラス,home,tableware_kitchen
301379,シャンパングラス,home,tableware_kitchen
301392,,home,tableware_kitchen
301397,,home,tableware_kitchen
301398,,home,tableware_kitchen
301428,,home,tableware_kitchen
301446,ふきん・カウンタークロス,home,tableware_kitchen
301511,おひつ,home,tableware_kitchen
301540,物干しハンガー,home,interior
301570,ボックスティッシュケース,home,tableware_kitchen
301577,スーツケース・キャリーバッグ,home,interior
301587,ろうそく,home,interior
301638,レターセット,home,interior
301648,グリーティングカード,home,interior
301720,書道セット,home,interior
301745,マグネット,home,interior
301747,マグネットシート,home,interior
301760,バインダー,home,interior
301766,スクラップブック,home,interior
301981,メンズ腕時計,home,interior
302050,レディース腕時計,home,interior
302133,男女兼用腕時計,home,interior
302379,寝袋・シュラフ,home,textile
302491,セットアップ,home,fashion
302551,サポーター,home,bath_beauty
302759,自走用車椅子,home,interior
302782,,home,fashion
302851,吟醸酒,drink,alcohol
302854,大吟醸酒,drink,alcohol
302857,純米酒,drink,alcohol
302860,純米吟醸酒,drink,alcohol
302863,純米大吟醸酒,drink,alcohol
302869,本醸造酒,drink,alcohol
302878,普通酒,drink,alcohol
302894,黒糖焼酎,drink,alcohol
302947,栗焼酎,drink,alcohol
302949,胡麻焼酎,drink,alcohol
303017,インスタントコーヒー,drink,tea_coffee
303226,トートバッグ,home,fashion
303235,ボディバッグ・ウエストポーチ,home,fashion
303261,アクセサリーポーチ,home,fashion
303273,ビジネスバッグ・ブリーフケース,home,fashion
303274,マザーズバッグ,home,baby
303543,エプロン・前掛け,home,tableware_kitchen
303544,ベスト,home,fashion
303656,Tシャツ・カットソー,home,fashion
303662,キャミソール,home,fashion
303699,アンサンブル,home,fashion
303798,浴衣,home,fashion
303801,浴衣セット,home,fashion
303855,スウェット・トレーナー,home,fashion
303869,ベスト・ジレ,home,fashion
303956,トランクス,home,fashion
303975,ボクサーパンツ,home,fashion
304000,トップス,home,fashion
304003,,home,fashion
304009,腹巻,home,fashion
304015,バスローブ,home,bath_beauty
304046,ショーツ,home,fashion
304083,スポーツサンダル,home,fashion
304146,野菜の種子,home,flower_plant
304571,アジ,food,meat_seafood
304578,サバ,food,meat_seafood
304580,タイ,food,meat_seafood
304587,セット・詰め合わせ,food,meat_seafood
304588,いちご,food,other_food
304597,柿,food,other_food
304602,さくらんぼ,food,other_food
304609,ブドウ,food,other_food
304633,りんご,food,other_food
304644,サツマイモ,food,other_food
304652,にんにく,food,other_food
304655,落花生,food,other_food
304662,コロッケ,food,other_food
304666,セット・詰め合わせ,food,sweets
304669,セット・詰め合わせ,food,sweets
304678,セット・詰め合わせ,food,staple_food
304680,チョコレートケーキ・ガトーショコラ,food,sweets
304694,アイスクリーム,food,sweets
304702,レーズンサンド,food,sweets
304705,ミックスナッツ,food,sweets
304714,小倉もなか,food,sweets
304716,栗もなか,food,sweets
304719,干しいも,food,other_food
304758,ハンドソープ,home,bath_beauty
304759,ハンドクリーム,home,bath_beauty
304760,フットケア用品,home,bath_beauty
304761,フットクリーム,home,bath_beauty
400482,ベッドフレーム,home,interior
400616,テレビ台・ローボード,home,interior
400631,タンス・チェスト,home,interior
400762,タペストリー,home,interior
400767,オルゴール,home,interior
400771,収納ボックス・ケース,home,interior
400782,傘立て,home,interior
400795,壁掛け,home,interior
401030,のぼり,home,interior
401057,手縫い糸,home,interior
401062,裁縫針,home,interior
401103,ワンピース,home,fashion
401114,スリーパー,home,baby
401115,バスローブ,home,bath_beauty
401117,ループ付タオル,home,textile
401131,カバーオール・ロンパース,home,baby
401138,ファーストシューズ,home,baby
401142,長肌着,home,baby
401145,コンビ肌着,home,baby
401148,ボディスーツ,home,baby
401156,ベビースリング,home,baby
401158,パーツ・アクセサリー,home,interior
401160,おむつポーチ,home,baby
401166,日焼け止め・UVケア,home,bath_beauty
401171,粉ミルク,home,baby
401183,こいのぼり,home,interior
401187,福袋,home,interior
401245,箸置き・カトラリーレスト,home,tableware_kitchen
401293,徳利,home,tableware_kitchen
401295,日本酒・焼酎グラス,home,tableware_kitchen
401296,枡,home,tableware_kitchen
401300,湯呑みセット,home,tableware_kitchen
401320,,home,tableware_kitchen
401322,ケーキサーバー,home,tableware_kitchen
401333,水割りセット,drink,alcohol
401346,ティーポット,home,tableware_kitchen
401351,ドリップポット,home,tableware_kitchen
401369,ご飯茶碗,home,tableware_kitchen
401371,皿・プレート,home,tableware_kitchen
401372,マグカップ・コップ,home,tableware_kitchen
401389,,home,tableware_kitchen
401407,包丁セット,home,tableware_kitchen
401417,,home,tableware_kitchen
401421,バターケース,home,tableware_kitchen
401433,茶こし,home,tableware_kitchen
401444,製氷皿,home,tableware_kitchen
401449,鍋敷き,home,tableware_kitchen
401450,バット,home,tableware_kitchen
401504,米びつ,home,tableware_kitchen
401526,キッチンクロス,home,tableware_kitchen
401534,エプロン,home,tableware_kitchen
401539,ランチョンマット,home,tableware_kitchen
401545,お盆・トレー,home,tableware_kitchen
401550,大人用弁当箱,home,tableware_kitchen
401562,,home,interior
401608,ほうき,home,interior
401619,消臭剤・芳香剤,home,interior
401651,防じんマスク,home,interior
401655,簡易毛布・寝袋,home,textile
401669,ノート,home,interior
401758,粘土・陶土,home,interior
401760,ケース付印鑑セット,home,interior
402037,パンツ,home,fashion
402046,ベスト,home,fashion
402279,大人用水筒・マグボトル,home,tableware_kitchen
402766,布ナプキン,home,textile
402772,ショーツ,home,fashion
402778,膝用,home,bath_beauty
402788,大人用マスク,home,interior
402792,大人用冷却パック,home,bath_beauty
402833,カート・シルバーカー,home,interior
402930,ジン,drink,alcohol
402952,桜,home,flower_plant
403311,マッコリ,drink,alcohol
403657,老眼鏡,home,interior
403669,眼鏡スタンド,home,interior
403670,眼鏡ストラップ,home,interior
403725,靴下,home,fashion
403731,レッグウォーマー,home,fashion
403733,ニット帽,home,fashion
403735,ハット,home,fashion
403736,キャップ,home,fashion
403737,ハンチング・キャスケット,home,fashion
403742,サンバイザー,home,fashion
403743,麦わら帽子,home,fashion
403747,レディースハンカチ,home,textile
403753,ハンドタオル,home,textile
403755,レディース手袋,home,fashion
403761,アームカバー・アームウォーマー,home,fashion
403772,ポイントウィッグ,home,fashion
403773,増毛部分かつら,home,fashion
403776,ネックストラップ,home,fashion
403784,名刺入れ,home,fashion
403809,定期入れ・パスケース,home,fashion
403822,化粧ポーチ,home,fashion
403832,福袋,home,interior
403871,カーディガン・ボレロ,home,fashion
403911,福袋,home,interior
403915,ポロシャツ,home,fashion
403933,スパッツ・レギンス,home,fashion
403961,ウォーキングシューズ,home,fashion
403975,ウォーキングシューズ,home,fashion
404046,ジョーロ,home,interior
404051,霧吹き,home,interior
404058,リール,home,interior
404064,人工観葉植物,home,flower_plant
404904,じゃこ天,food,meat_seafood
404915,シシャモ,food,meat_seafood
404930,ホルモン,food,meat_seafood
404934,ウインナーソーセージ,food,meat_seafood
404935,ホルモン,food,meat_seafood
404936,ベーコン,food,meat_seafood
404942,メロン,food,other_food
404951,焼き鳥・つくね,food,meat_seafood
404953,佃煮,food,other_food
404996,板チョコ,food,sweets
405003,シフォンケーキ,food,sweets
405019,ポテトチップス,food,other_food
405033,カステラ,food,sweets
405037,黒糖かりんとう,food,sweets
405039,,food,sweets
405052,クリームどら焼き,food,sweets
405053,バターどら焼き,food,sweets
405057,栗入りどら焼き,food,sweets
405058,抹茶どら焼き,food,sweets
405115,洗顔石けん,home,bath_beauty
405130,洗顔フォーム,home,bath_beauty
405206,リップクリーム,home,bath_beauty
406336,マイク,home,interior
406390,本棚,home,interior
406426,,home,interior
406547,腰枕,home,textile
406562,キャンドルライト,home,interior
406605,かご・バスケット,home,interior
406611,ウォールポケット,home,interior
406662,掛け布団カバー,home,textile
406704,セット,food,sweets
406890,シルクスクリーン,home,interior
406896,グラフィック,home,interior
406901,,home,interior
406915,油彩画,home,interior
406930,書,home,interior
406942,額縁,home,interior
406987,子供用水筒・マグボトル,home,tableware_kitchen
406992,箸,home,tableware_kitchen
406996,フォーク,home,tableware_kitchen
407000,コップ,home,tableware_kitchen
407003,スタイ,home,baby
407004,スタイセット,home,baby
407026,ブランデーグラス,home,tableware_kitchen
407036,タンブラー,home,tableware_kitchen
407046,アイス・サンデーカップ,home,tableware_kitchen
407049,ワインオープナー,home,tableware_kitchen
407089,糸きり,home,interior
407090,糸通し,home,interior
407095,裁縫ばさみ,home,interior
407099,ピンクッション,home,interior
407101,指ぬき,home,interior
407120,アロマディフューザー,home,interior
407137,仏像,home,interior
407369,ブレスレット,home,fashion
407736,スイング練習,home,interior
407737,練習用ネット・マット,home,interior
407930,フィッシングベスト,home,fashion
408076,体重計・体脂肪計・体組成計,home,bath_beauty
408118,補聴器,home,interior
408126,手すり,home,interior
408149,ルーペ,home,interior
408186,チューハイ,drink,alcohol
408254,コーヒー飲料,drink,soft_drink
408789,トートバッグ,home,fashion
408849,レディースコインケース,home,fashion
408891,マネークリップ,home,fashion
408907,靴下,home,fashion
408921,ニット帽,home,fashion
408922,キャップ,home,fashion
408923,ハット,home,fashion
408924,サンバイザー,home,fashion
408925,ハンチング・キャスケット,home,fashion
408929,メンズハンカチ,home,textile
409427,靴磨き,home,interior
409579,果物の苗物,home,flower_plant
409613,ガーデンオーナメント・置物,home,interior
409615,クリスマスリース,home,interior
409927,サーキュレーター,home,interior
410682,シートクッション,home,interior
410694,カークリーナー・車載掃除機,home,interior
410713,ひつまぶし,food,staple_food
410723,だし昆布,food,other_food
410732,干物・燻製・スモーク食品,food,meat_seafood
410795,カツオ,food,meat_seafood
410813,タコ,food,meat_seafood
410818,切れ子,food,meat_seafood
410823,切れ子,food,meat_seafood
410825,,food,meat_seafood
410832,タテガミ,food,meat_seafood
410850,マンゴー,food,other_food
410879,生姜,food,other_food
410903,油揚げ,food,other_food
410911,肉まん,food,meat_seafood
410924,そうめん,food,staple_food
410946,各種チョコレートセット,food,sweets
410953,バターケーキ,food,sweets
410961,各種ナッツセット,food,sweets
410964,かるかんまんじゅう,food,sweets
410976,フランスパン,food,staple_food
410995,かつおだし,food,other_food
411006,炊き込みご飯の素,food,staple_food
411008,おかか,food,other_food
412209,抱っこひも,home,baby
500281,デスクライト・テーブルランプ,home,interior
500996,コート・ジャケット,home,fashion
501005,,home,fashion
501059,れんげ,home,tableware_kitchen
501065,,home,tableware_kitchen
501069,圧力鍋,home,tableware_kitchen
501098,トイレットペーパー,home,interior
501137,簡易トイレ,home,interior
501882,パンツ,home,fashion
501888,カップ,home,tableware_kitchen
501923,テーブル,home,interior
501931,マット,home,textile
502221,ビジネスバッグ・ブリーフケース,home,fashion
502240,ショルダーバッグ・メッセンジャーバッグ,home,fashion
502280,バックパック・リュック,home,fashion
502368,レディース財布,home,fashion
502429,ネクタイ,home,fashion
502467,手鏡,home,bath_beauty
502468,コンパクトミラー,home,bath_beauty
502526,風呂敷,home,interior
502530,パーカー,home,fashion
502534,ニット・セーター,home,fashion
502597,ピック,home,interior
502658,キーホルダー,home,interior
502774,エスプレッソマシン,home,tableware_kitchen
502782,オーブントースター,home,tableware_kitchen
502792,ヘアドライヤー,home,bath_beauty
502835,ヘッドホン・イヤホン,home,interior
502866,パイナップル,food,other_food
502897,各種ケーキセット,food,sweets
